review,sentiment
"I gave this more than a 1 because I did think there were some moral lessons in this story and it provoked some thought and comment from my wife and I. The acting and the dialogue were mediocre and I must confess I came out feeling like I had been beaten over the head with the God this , God that and Christ is our saviour stuff. The movie and the story line did not need it. If , as I am , you are a recovering Catholic or Christian avoid this one it will make you nauseous. The movie did a good job of demonstrating the thin line between being a good citizen and how someone could become a potential stalker focused on what might have been.",negative
"First off I am in my mid 40's. Been watchin horror films since I was a kid so I have seen A lot of variety. IMO,this is not as bad as the multitudes that gave this a 1 or 2. <br /><br />Yes,it is a low budget horror flick. The dialog is soso and acting tolerable,sometimes. The basis of this film plotwise is actually pretty good. For those of you old enough to remember or lucky enough to have seen them on DVD. This is very much like a 1970's movie of the week. Just add in blood and minor gore,minor T & A and swearing, without big names. That is it to a T. I would rather watch this than Jason vs Godzilla or whatever other continuois crap is out there. Tho not as good, EVIL DEAD was a LOW budget film. At least give these guys credit for trying. With acouple MIL budget this could have been a pretty good flick. My score a watchable 4.",negative
"I may not have the longest of attention-spans, but this is the second movie I have refused to see all the way through, and I even bought it on DVD because of its ""classic"" status. <br /><br />At first, I thought that the director was playing a big joke, so I kept waiting for a resolution, something to laugh at, something to keep my interest, but this resolution never came. Rather, the writing was laughably amateurish, the movie dragged on and felt disjointed, like someone cut a TV series to feature-length. The Academy must have been on drugs when they nominated this movie for no less than eight Oscars.<br /><br />Once again, I repeat myself. This is the second movie I have refused to watch all the way through. The first was ""Exterminator"". I hope this gives you an indication of how bad it really is. 1/10",negative
"There are some things I will never understand; why underwear comes in packs of threes when clearly thats not enough is an example. Similarly, I will never understand this film, and that is brilliant. If you approach this film expecting an actual movie, you might as well be approaching Satan expecting a hug; although that may well be possible if you greet this film's Satanic figures. Take Pitch for instance; the most ineffectual, camp, unhellish portrayal of a devil since Freddy Mercury and Wayne Sleep joined forces to create a ten foot Satan costume from red body paint and horns covered with condoms. However, it does create some of the most hilarious moments of any film ever. Seriously, this is no understatement. The same can be applied to every other character, bar the little girl who acts so sickly innocent she's probably overcompensating for some serious crime she's part of. Then again, if Santa's inter-space recon station is real, there is no chance she could have avoided him this long. Put simply, if you haven't seen this movie, you cannot consider yourself a serious buff. The achingly funny characterisation, acting, concept, and almost-under-the-radar racism makes this a must see above any film to date (if you're after pure laughter that is).",positive
"For those who have enjoyed the Asterix books and films, you'll LOVE this film! Yes, I will admit that it does mix some of the books and films, but the characters are brilliant and it's not just people showing off their CGI left, right and centre. I've already seen it several times and laughed my socks off at it.<br /><br />Of course it contains the main heroes Asterix (Astérix), Obelix (Obélix) and Dogmatix (Idéfix), but this time they have someone new to... deal with.<br /><br />With a sense of humour like that, the Gauls will go on and on and on. Bless 'em.",positive
"""Don't be greedy"" sums up the depth of this movie. All the rest of the baloney is big budget window dressing. The movie rotates through hiding the ball annoyingly and revealing too much. None of the potentially interesting plot tangents are developed yet the trite ones are hashed and rehashed to excess.<br /><br />The charm of DD, as others have pointed out, was in the schizophrenia device,the humor woven into the fabric of the movie, and most importantly, the acting. There is enough wooden acting in The Box to attract a giant mound of martian termites.<br /><br />The biggest problem with suspending disbelief during this mess is the glaring question, ""why would a technologically superior power capable of taking over the government need to do any testing at all?"" Awful failure of a movie.",negative
"I watched Love Life on holiday, when it was filmed at a film festival in Florida. It was a lovely surprise to find a British film that wasn't derivative or exploitive. A beautiful romantic comedy for a change that will charm the pants of audiences prepared to sit back and enjoy the gentle pace of the film. The transitions between scenes I found a bit distracting, but as whole I think Love Life is a winner, a ruby in the dust. One for all the family. A pleasant change to see a British film for teen audiences that isn't littered with four letter words. Try and see it.",positive
"Interesting topic. Pathetic delivery - script and direction. <br /><br />Our hero, Miles, thaws out and has his emergency world-first life restoration surgery. This is where the fun begins. The underlying issue is that Miles has NO SOUL!!! This is used to explain his quasi-erratic behaviour of being indirectly responsible for two deaths (I believe this to be the total number of deaths in 104 minutes). <br /><br />On the livlier side, Miles prefers the odd glass of brandy, blazing fireplaces and his young, maturing female cousin. The finale does indeed do justice to this film.<br /><br />Some thoughts: 1. Producer $$$ were parted with to create this tripe. J.D. Feigelson was the script writer and a (or sole) producer. Looks like he did not learn a lesson on ""how not to bring an interesting idea to life"" when one views his other writing credits. This will support the credibility of this script.<br /><br />2. Now available on DVD!!! This IS truly scary. Should be forever ""Bottom of the Shelf"" in VHS format.<br /><br />3. A re-incarnated human without a soul will default to an evil entity. <br /><br />4. The score offers minimal support. Not even an in-form Jerry Goldsmith could save it.<br /><br />5. Deserved the 0230 time slot on TV and a touch more entertaining than the infomercials + test patterns it was competing against at the time of my viewing.<br /><br />6. Thankfully did not spawn any sequels ala Wes Craven's ""Nightmare"" franchise. Chiller Too: The Return Return of Miles, or something like that.<br /><br />Despite my rating of 1, I still recommend this movie as a great example of how to kill an acting or script-writing career. This should apply to directing, however Wes Craven will eternally be exempt due to his sole good piece of ""A Nightmare on Elm Street"" 1984.",negative
"What a master piece. To take the cold war conflict and transport it to the future. This film is satire of the highest order. In my humble opinion it outranks Dr. Strangelove.<br /><br />The clever naming of the two superpowers, as the Confederation and the Market. Cons being commies and Market, The west! outstanding. The Clever use of gen Joxs, was ahead of its time. only are we really seeing the dangers of genetic engineering. Robot joxs tackled the issue head on in 1989.<br /><br />The message of this film is about the comradeship of the humble man and how it can overcome the wishes of government. This movies screams DON'T DO IT YOU FOOLS YOU'LL KILL US ALL.<br /><br />EXCELLENT 10/10",positive
"I highly reccommend this movie. It blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. The actors and director have such perfect timing that in one scene a name calling fight becomes a sort of dance. I loved the story line, the actors, everything. While I do think there were one or two decidedly cheesy scenes, over-all the movie was impeccably done.",positive
"This is an excellent anime movie. It is well animated, has a good intricate plot and very good music. I understand that some may think of it as a little long, but I think that it is a good length and the animation is good traditional anime.<br /><br />THREE CHARACTERS:<br /><br />The way they use Tenkai is masterly. For example the body double showing up at all these locations adds to the ominous tone of the movie. The design of Tenkai is good too, the way he looks as a monk and in the end scene the armour he is wearing.<br /><br />The old man Andou is down to earth and a very likable character. When Jiro meets him it's a turning point in the movie.<br /><br />Sanpei, the Satsuma Shinobi who infiltrated Tenkais clan saves Jiros life twice. He stays in the background most of the movie though, but he is really one of the heroes of the movie.<br /><br />THE PLOT: The plot is good. It is traditional without being unoriginal. The historical time it is acted out in is interesting, The meiji restoration. The treasure is sought after by Tenkai to restore the shogunate while when Jiro finds it he uses it to help the anti-shogunate forces overthrow the shogunate.<br /><br />The way Tenkai tricks Jiro is interesting and has sort of a ""Hamlet"" feel to it. There is also a sweet irony to the fact that if Tenkai had not gotten Jiro to become a shinobi I don't think that he had been able to kill him in the end(Maybe by firearm, but not hand to hand combat weapons).<br /><br />The plot with all the death makes it mostly very dark, but there's some light moments when we see some of Jiros childhood memories. All in all it's a good, dark, intricate plot.<br /><br />THE MUSIC: The opening theme for example is very good with the electric guitar and drums. They occasionally in that piece use what I believe to be taiko drums, but i'm not sure.<br /><br />There is a lot of good music. Like the one played while they are traveling to the Iga shinobi. I believe the piece is called ""Numatou"" and has an incredible flute in it. The flute might be a pan flute, but more probably a shakuhachi.<br /><br />The end theme ""Kamui no komoriuta"" is calm and delicate. The vocals are beautiful and so is the song in general.<br /><br />THE ANIMATION:<br /><br />The animation, while good, is not perfect and the blood that runs down the characters do sometimes appear to be orange. The transitions are interesting and I think some transitions are very nice. One example of a nice transition is when Jiro and the Iga shinobi are running, there is the sunset in the background and the music is playing. The transition is simple, but effective and has a nice feeling too it.<br /><br />MY FINAL WORDS: I think that the plot, the animation, the music and the characters make this into one of the best anime movies I have ever seen.",positive
"""Ambushed"" is no ordinary action flick. It's much to bad to be ordinary. One man walks toward another with a machine gun blazing. The other man fires one round and fells the man with the greater fire power without so much as a nick from the hail of lead raining down on him. Guess which one is the good guy. Duh. Such is ""Ambushed"" through and through. Not a good action flick, not a good drama, not a good movie, ""Ambushed"" fails on all levels with it's cast of B-movie veterans mechanically going through the motions almost as though they know they're making a real loser. Not recommended for anyone.<br /><br />",negative
"The numbers don't lie, 109 people have voted for this film. That says a great deal about the standing of one of the most intuitively insightful comedians of the late 20th century. And for those of you who know the work of Bill Hicks, if he were alive today, imagine what he would have to say about the boy president from his home state? That his short career remains unrecognized is a sad situation and this film, or rather these two films explain why. First, you see how his talent was obvious from the start, again and again, those who knew Bill Hicks always say he was not only funny, he was also unique. The film also shows how the quality of his material was too challenging for many in the entertainment industry. His drinking also contributed to his career problems, but that is less evident in this film. And then the second film is a complete performance. If you have never seen or heard Bill Hicks, this is a wonderful introduction to the person and his dark but intelligent humor. Especially due to the fact that the topics are now almost 14 years old, yet remain ironically up to date is underlined by the fact that many of the events took place under the first President Bush.<br /><br />Watching them together - first the biography and then the performance - makes you aware of how greatly talented this young man was, how quickly his life passed and how the American media can sometimes act as the great big homogenizer. Let's make sure nothing is too provocative, nothing will be too interesting And the result? Well, as the man himself said, go to sleep America, your government is in control........... In his lifetime, at least in Great Britian this artist was recognized for his talent and was successful there. 11 years after his death, 109 people at IMDb can say something about the film. After you've seen them both, I hope you understand why more people should be listening to Bill Hicks.",positive
"I have never seen a movie that annoyed me that much. It is a movie about stupid people that are doing stupid and terrible things. This is not a funny movie. I must say that the plot line is awful. I did not had patience to watch it so that i only saw half of it, but it was enough for me. The characters are not very inspired. Just terribly annoying. This movie is all about a goofy guy trying to hook up with his tyrannous boss's daughter. When he finally manages to talk to her, she asks him to go at that night at her home to watch her father's owl, and he thinks she had invited him to go with her at a party and to be at her home at 6 pm. He gets to be very disappointed finding out that he only has to take care of the owl and that she has a boyfriend. After her father leaves home leaving precise orders, about taking care of the house and his beloved bird, appears a secretary, a renegaded son and all sort of NOT funny stuff happens in the house. But he finally hooks up with his boss's daughter. TRUST ME THIS MOVIE IS TERRIBLE!!!!!!!!!!!!",negative
"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood. A young couple with a young daughter and a toddler-age son move into a Maine house adjacent to a pet cemetery--and, after a l-o-o-o-ng hike, an ancient Indian burial ground. Seems the Indian ground can bring Fido or Fluffy back from the dead--if you don't mind having a raving hell beast for a pet. It can do the same for dead people--if you don't mind having a homicidal zombie around the house.<br /><br />Throw in a busy two-lane blacktop, speeding big rigs, a well-meaning (if somewhat dim) old neighbor, and one kid who really doesn't get enough supervision, and I think you can figure out what happens from there--an over-the-top, illogical mess, which, in all fairness, does offer up a few scares.<br /><br />Well, there are worse Stephen King adaptations (such as ""Maximum Overdrive,"" which King also directed). But there are far better ones, too (such as ""Salem's Lot,"" ""The Dead Zone,"" and both versions of ""The Shining"").",negative
"For that matter one of the worst FILMS ever made. Plot goes as follows. Slog through jungle looking areas for 10 minutes or so. Have Bo go somewhere and strip. Slog through the jungle some more. Give Bo another excuse to strip. Back to the jungle. Oh look! There's a Tarzan looking guy! Strip, Bo - strip. Kill the safari people. Tarzan looking guy has a fight scene. Saves Bo. Bo strips. Run credits. Run credits, run.",negative
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical representation of dinosaurs I have ever seen. The 3D animation and animatronics are very good and make you believe you have travelled back in time. The BBC deserves a pat on the back for such a fine series as well as Tim Haines who must have spent a great deal of time getting this series to air.",positive
"Even though this is the first film by the broken lizard group, it's the last one I saw. Having mildly enjoyed Super Troopers, and managed to sit through the crap that is club dred and beerfest, I was surprised to hear they did an earlier film. Now i didn't sit down with high hopes, but was hoping for a funny campus romp. My friend asked me to keep in mind they are younger (obviously) and its their first foray into film. I did and was still disappointed. Not taking away the acting and comedy skills of the BL guys, they were OK. The whole film was tiresome, clichéd and frankly boring. Some of the other actors in the film were really poor at acting. And the Rugby game didn't even resemble rugby. Poor showing. They improved drastically with Super Troopers and have declined since. Lets hope they get back on form with Super Troopers 2",negative
"I like end-of-days movies. I like B-movies. I was hoping I would like this movie.<br /><br />I could ignore the poor effects, the often atrocious music, the cringe-inducing lines. I could ignore the unexplained events, and the fact that the movie constantly relies on deus ex machina is excusable, given the subject matter. I could ignore the fact that the people who fight hunger and try to reach world peace are the bad guys. None of these things kill the movie. What kills this movie is that it's just plain and simple boring. Nothing actually happens; almost all scenes in the movie are designed to push the movie creators' morals on the viewers, at the cost of actually having a coherent story, or any kind of suspense.<br /><br />If you're looking for an entertaining B-movie, look elsewhere. This movie is just boring.",negative
"Repugnant Bronson thriller. Unfortunately, it's technically good and I gave it 4/10, but it's so utterly vile that it would be inconceivable to call it ""entertainment"". Far more disturbing than a typical slasher film.",negative
"I thought this movie was pretty good. Some parts were corny but that's understandable since it was made more than 55 years ago. I thought the best performance in the movie was given by Michele Morgan who played Millie convincingly. Jack Haley is also really good as Mike O'Brien. Even though I'm not a big Frank Sinatra fan, I think he was very good in this movie. If your have a craving for a silly, over the top musical comedy, Higher and Higher is the movie for you.<br /><br />",positive
"IT SHOULD FIRST BE SAID THAT I HAVE READ THE MANGA AND THEREFORE MY ARGUMENT IS BASED ON THE DIFFERENCES.<br /><br />This anime greatly disappointed me because it removed the comedy and high quality action of the manga and OVA. What it left behind was merely a husk of what it could have been. Many of the characters lacked the depth that is seen in the manga. Alucard is not the sympathetic character that secretly wishes for death. Walter's story lacks the betrayal. And the Nazi villains that plot to engulf the world in war are completely absent. Instead, the anime provides the Gary Stu villain Incognito who is defeated against what appear to be all odds.<br /><br />My primary complaint is not that the anime diverges from the manga, but that it does such a poor job.",negative
"This movie could have had a lot of potential. Certainly with today's technology, one would expect real special effects. But movies are not made with special effects alone, of course acting is needed. This film lacked both!<br /><br />First, let me say to those who are upset with this not following the bible: why can't a movie take artistic license? If you want to know about the story of Moses, read the bible. I have seen very few movies that follow a true story fact by fact. Look at of movie from its artistic quailities.<br /><br />In viewing this movie, you will inevitably compare it to the 1956 version. It fails miserably in that. Heston and Brenner had PRESENCE. They became their roles. You don't see this here.<br /><br />Even if you don't compare, standing on it's own, this movie to too rushed. Parts where a scene should be developed, it does not. It becomes boring.<br /><br />My advice: skip this and watch the other. As campy as the other is, it's far and away the better movie.",negative
"I guess this is the first movie that made me aware of the term ""cult flick"". It is totally a bad movie, but I can't help it, I like this movie. Richard Boone has made better and so has Joan Van Arc, but if you are in to staying up late and watching movies that don't make you think to much this one is for you.",positive
"This ranks way up there on my top list of worst movies I've seen so far on Starz on Demand. They seem to pick up every straight to DVD crap-fest they can find and put it on here.<br /><br />Why? Who knows! Apparently anyone with a digital camera and a shoestring budget can come up with a horror movie and get it put on TV. To be honest, this looked terrible from the moment I saw the trailer--but I did give it a real chance.<br /><br />I always try to have an open mind about low-budget movies. Some of the best movies I've ever seen were films that worked around their low budget or in other cases only required that low budget to be great.<br /><br />This is not one of those movies.<br /><br />You know the plot by now, I'm sure, if you're reading this. Either you heard about it on Starz on Demand or for whatever reason you ended up on this page out of boredom. It's about a pathetic and whiny girl we get to know for all of 3 minutes in an incredibly bad ""heavy metal"" music video. Whoever put it together must have thought it looked really interesting, but it really, really doesn't. Anyway, she kills herself. Then she possesses someone. Then some killing starts. It's really unmemorable and as completely average and boring as possible. When the first gunshot goes off in her apartment it quite seriously sounds like a piece of popcorn popping. Was that the best sound effect they could come up with? I could find a better sound effect to use for free, (with no copyright,) on the internet... right. now.<br /><br />Don't let the other reviews claiming this is a 10 star movie fool you. They are obviously either distributors of the film or maybe even the director trying to con you into thinking this piece of junk is worth buying.<br /><br />Laughable.",negative
"Anyone who thinks Kool Moe Dee, Carol Alt, and Corey Feldman comprise a list of good actors must be smoking something I'd love to try sometime. Where to begin: lousy soundtrack, hammy acting, ""action"" in places. This is the typical amateurishly written hack fodder that washed-up has-been and never-was's love to star in. I actually felt embarrassed for the ""stars"" in this ""film"". The only thespian missing to top this turd was Gary Coleman, who if he would have been in the movie, would have made it at least somewhat howlingly bad, rather than just plain bad.<br /><br />There was one part in the film where Carol Alt screamed, ""DO YOU THINK I'M AN IDIOT?!?"" Yes, Carol, I do, your agent does, and PLEASE for the love of all that is decent and holy... GO AWAY and stop degrading yourself like this! This film is something Anna Nicole Smith would take part in.<br /><br />I would tell you what the plot was, but that would be one more sentence fragment to this article, plus my mind drifted many times during the movie anyway, so I barely paid attention.",negative
"The script for ""Scary Movie 2"" just wasn't ready to go. This is a problem with the film that is blatantly evident, to the actors and the audience alike. Director Keenan Ivory Wayans, and many of the actors are funny people; and so the movie isn't completely humorless. To their credit, the film has several funny moments. But as a whole, ""Scary Movie 2"" is not even close to being as clever and amusing as the original.<br /><br />The first ""Scary Movie"" was a laugh a minute film. It turned the smallest subtleties of the slasher film genre into comedic gold. The humor in ""Scary Movie 2"" is as heavy handed as it is un-original. They even miss obvious opportunities for parody. Two of the movies stars are former cast members of ""Beverly Hills 90210,"" and this was a show that was begging to be parodied! In the final analysis, ""Scary Movie 2"" is like a fine bottle of wine that was opened far too soon. The script needed a lot more time to age. 2 stars out of 5.",negative
"When I reviewed the video for a local magazine, I called it ""the greatest achievement in the history of the American cinema."" That was not wholly tongue in cheek. TW&TL remains Milius' best work, and it's sad that he has so little opportunity to work anymore. However, TW&TL remains a striking exposition of what once was known as The American Character, largely on the strength of Brian Keith's superb portrayal of Teddy R. (Obviously Milius--and Keith--admired TR tremendously to make two films about him, including ""The Rough Riders."") It's hard to fault this film at any level: a splendid balance of action, levity, relationships, and the serious topic of America coming of age in the world. Furthermore, TW&TL has exceptional appeal across the board: note the stats showing it rates best with under-18 males, females 18-29, and over 45! Clearly Candy Bergen struck a responsive chord with women as well as men.",positive
"Greetings again from the darkness. Director Alejandro Amenabar creates life against all odds in this based on a true story version of one man's struggle to control his destiny. The great Javier Bardem is fascinating to watch in his role as Ramon. His eyes and head movements leave little doubt what is going on in his mind. The dream and fantasy sequences are not overused so prove very effective in explaining why he wants what he wants. Rather than force us to answer the euthanasia question, the real question posed is , What is Love? At every turn we see people in love, looking for love or dying to be loved. The script is tight and keeps the film moving despite being filmed mostly in one room. The supporting cast is wonderful and we truly feel their pain and how each family member deals with Ramon's decision. This is a gem and deserves to be seen.",positive
"Project A II is a classic Jackie Chan movie with all the kung fu, crazy stunts and slapstick humor you expect. Not as good as the prequel but still it is a great movie if you just want something fun to watch. The story is simple, jackie chan versus the evil men. So if you want a movie that you don't have to be a braniac to understand, i would suggest this one.",positive
"I've been looking forward to the release of this movie since I first heard the concept two years ago, and I was not disappointed. I won't bother summarizing the story since everyone else has, but I will say that it was just plain entertaining throughout. The performances were great, as was the music, and the main characters were likeable.<br /><br />My only complaints are: (1) the story was definitely lacking; the movie wrapped up very abruptly- in fact the writing became pretty lax in the second half, as though the writers weren't sure what to do with the plot. Since the plot wasn't nearly as important as the music and the action, this didn't really affect the entertainment value of the film, so this is not as major a complaint as it would seem.<br /><br />(2) This is really nitpicky, but the music that the characters in the movie were listening to was sometimes dated after 1985, when the movie was set. INXS' Devil Inside was from 1987 and AC/DC's Are You Ready was from 1990, among other mistakes. This bothers me a bit, since they obviously went to lengths to make a good period piece, they could have checked the copyright date on these songs to make sure they were 1985 or earlier. Again, not a big deal.<br /><br />Oh, I thought of something else that was strange. The Steel Dragon band members were supposed to be English, but for some reason Dokken bassist Jeff Pilson and Ozzy guitarist Zakk Wylde played band members, and they each had a couple of speaking lines in AMERICAN accents. That was kind of lazy also, but it was still cool to see actual musicians playing musicians, so I will forgive that as well.<br /><br />I could probably nitpick all day, but I don't want to give the impression that this wasn't a super entertaining movie. I will probably buy the DVD when it comes out, and I will certainly buy the soundtrack CD simply for the six Steel Dragon songs (some of which were sung by the singer from the band Steelheart, if you remember them!). The highlight of the film was possibly a great outtake where Mark Wahlberg is lipsynching to a rock song on stage and suddenly someone plays ""Good Vibrations"" by Marky Mark and the Funky Bunch. The surprised look of Mark's face is priceless. Classic rock and roll flick! Score: 8/10 due to extreme entertainment",positive
"It is easy for a movie that tries to be suspenseful to wind up being merely uninteresting. It happens quite often. Not only is Dark Harbor uninteresting, but it is very poorly done. Scene after scene is tacked on to an otherwise overdone premise. A troubled couple picks up a troubled stranger only to find more trouble.<br /><br />Some movies build tension by building the story. Dark Harbor keeps adding on to its story but never building upon it. I was hoping that like other movies, the suspense would finally explode. It never does. Also, the characters have no continuity from scene to scene. They may act one way in one scene, but then act a completely different way in another scene. At first, you think that they are merely out of character, but by the end you realize that they are not really characters at all. They are just props for the final twist. The final ten minutes try to be shocking. Instead, it's rather lame and uninteresting. The only thing that was shocking to me was that the movie finally ended. At less than ninety minutes the movie still feels way too long.<br /><br />This isn't one of those low-budget gems. It's more like a counterfeit watch that breaks as soon as you take it home.",negative
"I had watched several days film shooting of this movie that summer,the end result was just two scenes in the movie. The location was Sylvan Lake in the Black Hills. Bring the wagon,stop the wagon etc . So this Dakota youth looked forward to seeing the movie and was not disappointed. The local buffalo herd was being culled so the shooting scenes were for real. (yes Doris, animals were hurt during filming) I think the ending was copied by Jack Nicholson in the Shining? A great western/social comment from the 50's. This should be in the same class as High Noon for real western drama or used as a social statement like Blackboard Jungle or Rebel Without A Cause was for 50's youth.",positive
"There are other reviews here expressing similar views, but I still feel impelled to add my comments. The film is generally well-made from a technical point of view, apart from possibly being too long. The acting is mostly very good, although Kevin Spacey isn't given much space to explain his character's motivation (apparently ambition rather than racism), and Sandra Bullock's only function seems to be as eye candy, which she admittedly manages very well.<br /><br />At a fundamental level the film's heart is in the right place in being opposed to racism, and I get the impression that it tried to set out to be some kind of definitive treatment of racism, perhaps why so many famous names agreed to be in it. However, it seems the writers bit off far more than they could chew (I haven't read the book, so I don't know how much of that is down to Grisham). The biggest problem, as many others have said, is that it ends up advocating vigilante justice. Aside from the fact that I don't agree with that position, I don't think that such a view actually helps the anti-racist cause at all - it's more likely to be applied to acquit white defendants who kill black victims. At the end the prosecutor invites the jury (and the audience) to imagine that the raped girl was white - but follow that through and imagine the defendant to be a white man who murdered black rapists ... in the end the message seems to be that it's OK to kill someone as long as you hate them enough. It's also convenient that the man killed was presented as totally evil and his guilt was in no doubt, which removes any of the moral ambiguity likely in a real case.<br /><br />Samuel L Jackson gives an excellent performance, but unfortunately this also undermines the plot - he comes across as someone with considerable integrity, but it's hard to believe that he would be willing to hide behind an insanity plea (and indeed he doesn't, when push comes to shove). We're presumably supposed to think that it's because he faces the death penalty, but in fact at one point he's offered a plea of manslaughter, although if you blink you might miss it. Why not take it, given that he must know his chances of acquittal are slim? Or if he wants to make a stand in court, why plead insanity?<br /><br />There are less serious flaws too. The medical experts, on whose testimony the case supposedly rests, are jokes - both are discredited for highly implausible reasons, and neither of them offers any real psychiatric diagnosis. The message seems to be that expert witnesses will say whatever they're asked to say, and shouldn't be believed. The fact that the injured policeman supports Jackson is moderately plausible, but still a bit convenient (and what if he had died?) I find it hard to believe that the KKK would march down the street in broad daylight. Other apparently serious crimes (riot, arson, kidnapping, attempted murder) go by without any visible attempt to detect or prosecute them. And the scene where the dog comes bounding back is ludicrous.<br /><br />My final reaction is to be left feeling rather dirty - as though I must be a racist because I disagree with the resolution. It may be that the film intended to explore different viewpoints and leave the audience to decide, but if so they seem to have forgotten it by the time they got to the end. The film did make me think about my views, read what other people thought here and add my own opinion, so at some level maybe it succeeded - but I worry that it may have re-inforced highly illiberal views in some people, which I hope is the opposite of what it intended.<br /><br />Final thought - try watching Law and Order, it covers issues like this with much more depth in about 38 minutes of screen time!",negative
"Both Disney and Bill Paxton did a fine job in conveying a story that is based in fact. You do not have to like the game of golf to appreciate the story of one man's struggle to overcome the odds. It could have been based on any sport or simply on any other situation which involves competition, though this one just happens to be related to Golf. The only problem I have with the story is that I would have liked to see a bit deeper into each of the main characters, esp. Mr. Ouimet. Mr. Francis Ouimet is a typical young man of his times, turn of the century America, where ""class lines"" are well delineated and woe be it to anyone who deigns to try to rise above his ""class"" standing. I did a bit of historical research and my biggest question was indeed answered, to my satisfaction. Although the circumstances are a bit different than those portrayed in the film, I came away with a feeling of content. I thoroughly enjoyed this movie, I believe you will too.",positive
"Treading Water is a very beautiful movie. I would put it straight under the wonderful short movie : Cosa bella from Fiona MacKenzie. It's not only about coming out but also about tolerance and acceptance in general. I am looking forward to seeing more of Laurel Himmel's work in the future. The actors, Angie Redman and Nina Landey are quite good. The main characters relationship could have been strenghtened a bit as we understand there is a very strong bond between them but maybe this could have been explained a bit. I am surprised that Angie Redman doesn't appear much in other movies. A great first step as a director for Laurel Himmel, I am sure there's more to see from her skills.",positive
"This show is so full of action, and everything needed to make an awsome show.. but best of all... it actually has a plot (unlike some of those new reality shows...). It is about a transgenic girl who escapes from her military holding base.. I totally suggest bying the DVDs, i've already preordered them... i suggest you do to...",positive
"I love Jane Austen's stories. I've only read two of them (P&P and S&S), but after having seen this adaption, I'm reaching for ""Persuasion"" from my bookcase just to make sense out of the story, and also, because I refusing to believe Jane Austen could have written such nonsense. For me, I thought that if you base a film on a Jane Austen novel, you can't really go wrong. It will turn out great pretty much by default. I was wrong.<br /><br />First of all, where are the characters that you sympathise with and like? You have to have at least one likable character to get the audience to invest their emotions in them, and this did not deliver. Sure, I wanted Anne and Wentworth to get together, but only because that's what you know the purpose of the story is, them getting together. Instead, I had to resist urges to throw my teacup at the TV and to continue watching it to the end.<br /><br />Anne was utterly annoying throughout, and in the end, I really have no idea why Wentworth was so smitten by her, as there seemed to be nothing there for him to be attracted to. She was meek, bland, dull, socially inadequate and came across like a sheep following everyone else's instructions rather than having a mind of her own. This can still work for a lead character, if you do it well. This wasn't done well.<br /><br />The other characters were just displaying various degrees of narcissism, of which Mary was the worst, with a full-blown narcissistic personality disorder. Where Mrs. Bennet in P&P had similar flaws, she was still endearing, whereas Mary was more of a freak-show. More loathsome than funny.<br /><br />Wentworth was very handsome and seemed like a decent kind of guy. For the most part of the story, I was just wondering what kind of person he was and why he's in love with Anne, as surely, he's the kind of guy who would want a person who is a little bit more... alive? Acting-wise, not too much to say, as I reacted more to the characters being portrayed rather than how good/bad the people acting were. Anthony Head was excellent, but as soon as I saw he was in it, I expected no less.<br /><br />Also found the story very confusing. It wasn't until the end of the movie where it seemed as if Elizabeth was not Anne's stepmother, but in fact a sister (I'm still not 100% on that). The whole Anne/Wentworth back story was also a bit fuzzy. They had been together but then broke up and they're both bitter about it? How come? I was wondering this for quite some time, and the explanation seemed to be she dumped him because she was persuaded to do so by someone? But it was said in a kind of ""by the by"" way that it was almost missed, as if it was somehow unimportant. How can it be unimportant when it's the very core of the story?? There was also a lot of name-dropping, but no real feel for who the characters were. This Louisa person for instance, who was she? A friend? Family? What? It wasn't made very clear who the different characters are and their relationship with one another. Lady Russell was there a lot, but why? Mrs. Croft and Wentworth were brother and sister, which felt very unrealistic as Mrs. Croft looked old enough to be his mother.<br /><br />The final kiss, yes it was a bit strange them kissing in the street, but I didn't really think about it, because I was too busy yelling ""GET ON WITH IT ALREADY!!"" at the TV, because Anne's lips trembled and trembled and trembled for what felt like ages before they actually met Wentworth's. Have SOME hesitation there, but only for a couple of seconds or so, not half a minute.<br /><br />Then there's the issue of camera work. As a regular movie watcher, you don't pay attention to angles and such unless you decide to look out for it. I didn't decide to do so here, but I still noticed them. To me, that means the filmmakers are not doing a good job. A lot of conversations were with extreme facial closeups, something that should only be used when there's a really important point to be made. In this adaption, it was over-used and therefore lacked meaning. The hand-held feeling on occasion also didn't really work in a period drama. The camera work in the running scene in the end also felt too contemporary. (Not to mention the running itself.) This was the only Austen adaption I caught in ITV's Austen season. Makes me wonder if it's worth watching ""Northanger Abbey"" and ""Mansfield Park"" or if I should just read the books and leave it at that. I'm sad to say, this is a Jane Austen adaption I did not enjoy. Maybe I'll watch the 1995 version instead. The BBC are renowned for having done beautiful Austen adaptations before, after all.",negative
